start,end,labels
57.49786031860268,57.64786017160241,OA
58.29785953460121,58.43952606243428,XB
58.63119254126727,58.73952576843374,XA
70.7728473090783,70.91451383691137,OA
72.55617889474168,72.6395121464082,XB
73.02284510407416,73.17284495707389,OA
73.52284461407324,73.68117779223962,XB
74.06451074990558,74.17284397707203,XA
95.27282329903326,95.42282315203299,OB
97.78948749936197,97.91448737686174,XA
98.23948705836115,98.34782028552762,XB
99.13115285119285,99.30615267969253,OA
99.58115241019202,99.7061522876918,XA
99.94781871752468,100.12281854602436,OA
100.39781827652386,100.55615145469022,XB
122.28946348931696,122.47279664298328,OB
123.95612852264723,124.0977950504803,XA
124.51446130881287,124.65612783664594,OB
137.60611514562214,137.75611499862185,OA
139.0894470252861,139.2561135286191,XB
139.64777981145173,139.7894463392848,OA
140.17277929695075,140.31444582478386,OB
140.57277890495004,140.70611210761643,XA
162.13109111107707,162.2477576634102,OA
162.79775712440917,162.92275700190896,OB
163.18109008207517,163.29775663440827,XA
163.56442303974114,163.68108959207424,OB
163.96442264774038,164.0810892000735,XA
164.33108895507306,164.4727554829061,XB
164.78942183923886,164.9394216922386,XA
188.08939900519604,188.2227322078625,OB
189.72273073785973,189.83939729019284,XA
204.63104946099898,204.79771596433204,OB
205.33938210016436,205.48938195316407,OA
227.30602723945734,227.4310271169571,OA
227.89769332628958,228.05602650445596,OB
246.93100800692127,247.07267453475433,OA
247.60600734542004,247.73100722291977,XB
248.18100678191897,248.30600665941876,OA
248.57267306475157,248.68100629191807,OB
268.76431994354783,268.93098644688087,OB
269.49765255821313,269.66431906154617,XA
270.1393185960453,270.28098512387834,OB
270.5643181795445,270.69765138221095,OA
270.9976510882104,271.12265096571014,XB
290.2642988735083,290.43096537684136,OB
290.9559648623404,291.1476313411734,XA
291.8642973055054,292.03929713400504,OB
292.23929693800466,292.38096346583774,OA
320.1809362217867,320.32260274961976,OA
320.76426898345227,320.9642687874519,OB
321.2142685424514,321.38926837095113,XA
335.29758807409223,335.4892545529252,OA
336.19758719209057,336.33092039475696,XB
361.83922872987677,361.9642286073766,OB
362.4642281173757,362.622561295542,OA
362.83922774987496,362.9642276273747,XB
382.40587524117234,382.55587509417205,OB
383.14754118100427,383.2808743836707,XA
399.48919183280765,399.62252503547404,OA
399.9975246679733,400.1308578706398,OB
400.3891909508059,400.51419082830574,XA
400.80585720913854,400.939190411805,OA
420.488926692956,420.661654084944,OA
421.28892724532164,421.3889273143673,OB
421.9616549825381,422.20710969746847,OA
422.51620081997334,422.661655465858,OB
