start,end,labels
48.19591658117282,48.645865495800415,OA
49.05693027537009,49.406890542302676,OB
57.17267449614558,57.62262341077317,OA
57.78927013979443,58.139230406727,OB
68.35404508442318,68.55402237981322,OB
69.14006424143783,69.29004721298035,XA
69.61778710233374,69.81776439772378,OB
78.6112118261966,78.76119479773912,OB
79.39446030168942,79.5194461113082,OA
79.95550500139028,80.1054879729328,XB
80.79985493810884,80.94983790965138,OA
81.26924744597108,81.44422757943737,OB
81.63031485028189,81.80529498374818,XA
82.2246931677629,82.37467613930544,OB
82.81907148524392,82.99405161871022,OA
83.38844653797844,83.53842950952097,OB
93.22899798290442,93.45397244021821,OA
94.00391000254083,94.10389865023586,OB
104.22497244501227,104.44994690232608,OA
104.98877122444773,105.18874851983777,OB
117.34847635216116,117.52345648562743,OB
117.8178688600234,117.99284899348969,OA
118.30948784828755,118.45947081983009,OB
124.45045322567499,124.6754276829888,OB
125.3086931869391,125.43367899655786,XA
125.94194648524392,126.04193513293893,OB
126.32245748278936,126.47244045433189,XA
126.99182728604164,127.11681309566042,OB
127.39178187682172,127.59175917221177,XA
129.84984020120618,129.9998231727487,OB
130.7552915991505,130.95526889454052,XA
132.64673944949948,132.89671106873703,OB
133.34665998336465,133.49664295490717,XA
135.84637617574018,136.07135063305398,OB
146.6312723079025,146.8562467652163,OA
147.54227727453593,147.74225456992596,XB
148.57271448209903,148.69770029171778,OA
149.44761514943045,149.6475924448205,XB
158.338268338431,158.48825130997352,OA
159.0631860342199,159.2881604915337,OB
166.6901033081326,166.9150777654464,OB
177.34444785634153,177.56942231365534,OB
178.06102909627407,178.26100639166407,XA
178.60819597707487,178.8581675963124,OB
184.36865035691685,184.56862765230687,OB
185.24355102424826,185.39353399579082,XA
185.77682788050356,185.97680517589362,OB
219.0897082690132,219.26468840247946,OB
219.76463164095458,219.9146146124971,XA
220.4839835624089,220.63396653395145,OB
228.19424098359477,228.3942182789848,OB
228.9108100178818,229.16078163711933,XA
229.4107532563569,229.6107305517469,OB
229.78016932216957,229.90515513178838,XA
230.33010688449218,230.45509269411096,OB
230.78559716216344,231.01057161947725,OA
231.2661090130494,231.46608630843943,OB
231.70495079029874,231.9049280856888,XA
232.16044106797,232.36041836336003,OB
242.38428029478598,242.60925475209976,OA
243.24807382473912,243.47304828205293,OB
243.82300854898557,244.04798300629935,OA
244.40905041061018,244.58403054407648,OB
251.22773425275176,251.40271438621807,OA
252.18316776889813,252.3581479023644,OB
260.62110136174925,260.84607581906306,OB
261.41546918026575,261.59044931373205,XA
262.0765025276616,262.2514826611279,OB
262.46534998106347,262.615332952606,OA
274.54173766611376,274.71671779958,OB
275.37499267109956,275.52497564264206,OA
275.81937581139255,275.94436162101135,OB
276.26654183885285,276.4665191342429,OA
276.6692793168002,276.8692566121903,OB
277.15811541789714,277.40808703713464,XA
278.2885534788007,278.43853645034324,OB
278.83014237962146,278.98012535116396,OA
304.3772418656995,304.5522219991658,OA
305.15215388533596,305.2771396949547,XB
305.8909616056704,306.06594173913663,OA
306.3520176576762,306.477003467295,OB
306.7964252092602,306.9214110188789,OA
307.32136560965904,307.49634574312535,OB
307.77131452428665,307.97129181967665,OA
308.3129034251074,308.4878835585736,OB
