1,-1,281.0,327.0,168.0,288.0,0.9247974,-1,-1,-1
1,-1,724.0,279.0,224.0,219.0,0.87222314,-1,-1,-1
1,-1,1033.0,225.0,93.0,349.0,0.8538191,-1,-1,-1
1,-1,149.0,289.0,59.0,87.0,0.7752365,-1,-1,-1
1,-1,57.0,292.0,63.0,80.0,0.6448778,-1,-1,-1
1,-1,960.0,225.0,55.0,85.0,0.600439,-1,-1,-1
1,-1,1145.0,231.0,27.0,29.0,0.59739846,-1,-1,-1
2,-1,281.0,327.0,168.0,287.0,0.92491114,-1,-1,-1
2,-1,723.0,279.0,225.0,219.0,0.87142706,-1,-1,-1
2,-1,1033.0,225.0,94.0,350.0,0.8522437,-1,-1,-1
2,-1,149.0,288.0,59.0,88.0,0.77568614,-1,-1,-1
2,-1,57.0,292.0,63.0,80.0,0.6602442,-1,-1,-1
2,-1,960.0,225.0,53.0,85.0,0.608603,-1,-1,-1
2,-1,1145.0,231.0,27.0,29.0,0.59089214,-1,-1,-1
3,-1,281.0,327.0,168.0,287.0,0.92488885,-1,-1,-1
3,-1,723.0,279.0,225.0,219.0,0.8723605,-1,-1,-1
3,-1,1034.0,225.0,93.0,350.0,0.8526523,-1,-1,-1
3,-1,149.0,289.0,59.0,87.0,0.77195585,-1,-1,-1
3,-1,57.0,292.0,63.0,80.0,0.65999895,-1,-1,-1
3,-1,960.0,225.0,52.0,85.0,0.65764576,-1,-1,-1
3,-1,1145.0,231.0,27.0,29.0,0.5890551,-1,-1,-1
4,-1,281.0,328.0,168.0,286.0,0.92451155,-1,-1,-1
4,-1,716.0,283.0,230.0,215.0,0.87119114,-1,-1,-1
4,-1,1033.0,225.0,93.0,350.0,0.8577921,-1,-1,-1
4,-1,149.0,288.0,59.0,87.0,0.7698911,-1,-1,-1
4,-1,57.0,292.0,63.0,80.0,0.65604854,-1,-1,-1
4,-1,959.0,225.0,49.0,86.0,0.61778253,-1,-1,-1
4,-1,1145.0,231.0,27.0,29.0,0.58535194,-1,-1,-1
4,-1,754.0,212.0,30.0,57.0,0.5102523,-1,-1,-1
5,-1,281.0,328.0,168.0,286.0,0.9245187,-1,-1,-1
5,-1,716.0,285.0,230.0,213.0,0.870822,-1,-1,-1
5,-1,1033.0,225.0,94.0,350.0,0.8607502,-1,-1,-1
5,-1,150.0,288.0,58.0,88.0,0.7776687,-1,-1,-1
5,-1,57.0,292.0,63.0,80.0,0.65159494,-1,-1,-1
5,-1,1145.0,231.0,27.0,29.0,0.58947456,-1,-1,-1
5,-1,959.0,226.0,48.0,87.0,0.5310375,-1,-1,-1
5,-1,755.0,212.0,30.0,57.0,0.51927507,-1,-1,-1
6,-1,281.0,328.0,167.0,287.0,0.9243749,-1,-1,-1
6,-1,716.0,286.0,230.0,212.0,0.87097305,-1,-1,-1
6,-1,1033.0,224.0,94.0,352.0,0.8640747,-1,-1,-1
6,-1,150.0,288.0,58.0,88.0,0.78453434,-1,-1,-1
6,-1,57.0,292.0,63.0,80.0,0.6528457,-1,-1,-1
6,-1,1146.0,231.0,26.0,29.0,0.596275,-1,-1,-1
7,-1,281.0,328.0,167.0,286.0,0.9245072,-1,-1,-1
7,-1,716.0,286.0,230.0,212.0,0.87076426,-1,-1,-1
7,-1,1032.0,224.0,95.0,351.0,0.8639206,-1,-1,-1
7,-1,150.0,288.0,58.0,88.0,0.7840865,-1,-1,-1
7,-1,57.0,292.0,63.0,80.0,0.64827484,-1,-1,-1
7,-1,1146.0,231.0,26.0,29.0,0.59749913,-1,-1,-1
8,-1,281.0,328.0,167.0,286.0,0.9243738,-1,-1,-1
8,-1,716.0,285.0,230.0,213.0,0.87087613,-1,-1,-1
8,-1,1032.0,225.0,95.0,351.0,0.86596316,-1,-1,-1
8,-1,150.0,288.0,58.0,88.0,0.7798129,-1,-1,-1
8,-1,57.0,292.0,63.0,80.0,0.6528936,-1,-1,-1
8,-1,1146.0,231.0,26.0,29.0,0.59833264,-1,-1,-1
9,-1,281.0,328.0,167.0,286.0,0.9245293,-1,-1,-1
9,-1,716.0,286.0,230.0,212.0,0.8710599,-1,-1,-1
9,-1,1033.0,225.0,94.0,350.0,0.8662614,-1,-1,-1
9,-1,150.0,288.0,58.0,88.0,0.781146,-1,-1,-1
9,-1,57.0,292.0,63.0,80.0,0.6487176,-1,-1,-1
9,-1,1146.0,231.0,26.0,29.0,0.5957694,-1,-1,-1
10,-1,281.0,328.0,168.0,286.0,0.9245409,-1,-1,-1
10,-1,716.0,286.0,230.0,212.0,0.8720143,-1,-1,-1
10,-1,1033.0,225.0,94.0,351.0,0.86622316,-1,-1,-1
10,-1,149.0,288.0,59.0,88.0,0.7732821,-1,-1,-1
10,-1,57.0,292.0,63.0,80.0,0.6625732,-1,-1,-1
10,-1,1146.0,231.0,26.0,30.0,0.6042126,-1,-1,-1
11,-1,281.0,328.0,168.0,286.0,0.92462885,-1,-1,-1
11,-1,716.0,286.0,230.0,211.0,0.8718528,-1,-1,-1
11,-1,1033.0,226.0,94.0,350.0,0.8677566,-1,-1,-1
11,-1,149.0,288.0,59.0,88.0,0.76826394,-1,-1,-1
11,-1,57.0,292.0,63.0,80.0,0.6594835,-1,-1,-1
11,-1,1146.0,231.0,26.0,30.0,0.60741043,-1,-1,-1
12,-1,281.0,328.0,168.0,286.0,0.9247598,-1,-1,-1
12,-1,716.0,285.0,230.0,212.0,0.87180287,-1,-1,-1
12,-1,1033.0,227.0,94.0,349.0,0.8664,-1,-1,-1
12,-1,149.0,288.0,59.0,88.0,0.76730585,-1,-1,-1
12,-1,57.0,292.0,63.0,80.0,0.65998447,-1,-1,-1
12,-1,1146.0,231.0,26.0,30.0,0.60900843,-1,-1,-1
12,-1,950.0,225.0,47.0,86.0,0.52646,-1,-1,-1
13,-1,281.0,328.0,168.0,286.0,0.9247374,-1,-1,-1
13,-1,717.0,286.0,229.0,211.0,0.8722083,-1,-1,-1
13,-1,1033.0,227.0,94.0,349.0,0.8664493,-1,-1,-1
13,-1,149.0,288.0,59.0,88.0,0.76861143,-1,-1,-1
13,-1,57.0,292.0,63.0,80.0,0.6630145,-1,-1,-1
13,-1,1146.0,231.0,26.0,29.0,0.60659057,-1,-1,-1
13,-1,949.0,224.0,48.0,87.0,0.5608129,-1,-1,-1
13,-1,393.0,238.0,26.0,48.0,0.50605744,-1,-1,-1
14,-1,282.0,328.0,167.0,286.0,0.9247466,-1,-1,-1
14,-1,716.0,286.0,230.0,211.0,0.8724996,-1,-1,-1
14,-1,1032.0,224.0,95.0,352.0,0.8677194,-1,-1,-1
14,-1,149.0,288.0,59.0,88.0,0.7689689,-1,-1,-1
14,-1,57.0,292.0,63.0,80.0,0.65926594,-1,-1,-1
14,-1,948.0,223.0,50.0,87.0,0.65477836,-1,-1,-1
14,-1,1146.0,231.0,26.0,29.0,0.5959371,-1,-1,-1
14,-1,548.0,229.0,20.0,30.0,0.5115821,-1,-1,-1
15,-1,282.0,329.0,167.0,285.0,0.92481554,-1,-1,-1
15,-1,716.0,286.0,230.0,212.0,0.87299144,-1,-1,-1
15,-1,1032.0,224.0,96.0,353.0,0.86770964,-1,-1,-1
15,-1,149.0,288.0,59.0,88.0,0.7680208,-1,-1,-1
15,-1,948.0,223.0,51.0,87.0,0.6960721,-1,-1,-1
15,-1,57.0,292.0,63.0,80.0,0.6551519,-1,-1,-1
15,-1,1146.0,231.0,26.0,29.0,0.59895253,-1,-1,-1
15,-1,548.0,229.0,20.0,30.0,0.51287264,-1,-1,-1
16,-1,282.0,328.0,167.0,286.0,0.92481965,-1,-1,-1
16,-1,717.0,286.0,229.0,211.0,0.8728034,-1,-1,-1
16,-1,1032.0,224.0,96.0,353.0,0.8677888,-1,-1,-1
16,-1,149.0,288.0,59.0,88.0,0.7680066,-1,-1,-1
16,-1,947.0,223.0,52.0,87.0,0.6896546,-1,-1,-1
16,-1,57.0,292.0,63.0,80.0,0.65243006,-1,-1,-1
16,-1,1146.0,231.0,26.0,29.0,0.5971715,-1,-1,-1
17,-1,282.0,329.0,167.0,285.0,0.9248792,-1,-1,-1
17,-1,716.0,286.0,230.0,211.0,0.8727182,-1,-1,-1
17,-1,1032.0,224.0,96.0,353.0,0.86617076,-1,-1,-1
17,-1,149.0,288.0,58.0,88.0,0.7670791,-1,-1,-1
17,-1,947.0,223.0,52.0,87.0,0.684489,-1,-1,-1
17,-1,57.0,292.0,63.0,80.0,0.6505718,-1,-1,-1
17,-1,1146.0,231.0,26.0,29.0,0.59889156,-1,-1,-1
18,-1,282.0,328.0,167.0,286.0,0.92463845,-1,-1,-1
18,-1,716.0,286.0,230.0,212.0,0.87232125,-1,-1,-1
18,-1,1032.0,224.0,96.0,353.0,0.8680454,-1,-1,-1
18,-1,149.0,288.0,59.0,88.0,0.7626982,-1,-1,-1
18,-1,948.0,223.0,51.0,87.0,0.6623757,-1,-1,-1
18,-1,57.0,292.0,63.0,80.0,0.6518854,-1,-1,-1
18,-1,1146.0,231.0,26.0,29.0,0.6009939,-1,-1,-1
19,-1,282.0,328.0,167.0,286.0,0.92440224,-1,-1,-1
19,-1,715.0,286.0,231.0,212.0,0.87207603,-1,-1,-1
19,-1,1032.0,224.0,96.0,353.0,0.86871624,-1,-1,-1
19,-1,149.0,288.0,59.0,88.0,0.763018,-1,-1,-1
19,-1,57.0,292.0,63.0,80.0,0.6560294,-1,-1,-1
19,-1,948.0,225.0,51.0,85.0,0.6206529,-1,-1,-1
19,-1,1146.0,231.0,26.0,29.0,0.60353124,-1,-1,-1
20,-1,282.0,328.0,167.0,286.0,0.9241715,-1,-1,-1
20,-1,714.0,285.0,231.0,213.0,0.8727385,-1,-1,-1
20,-1,1032.0,225.0,95.0,352.0,0.86941946,-1,-1,-1
20,-1,149.0,288.0,59.0,88.0,0.7621275,-1,-1,-1
20,-1,57.0,292.0,63.0,80.0,0.65562433,-1,-1,-1
20,-1,1146.0,231.0,26.0,29.0,0.6055944,-1,-1,-1
21,-1,282.0,328.0,167.0,286.0,0.9240464,-1,-1,-1
21,-1,714.0,284.0,231.0,214.0,0.87241405,-1,-1,-1
21,-1,1032.0,224.0,95.0,353.0,0.86872756,-1,-1,-1
21,-1,149.0,288.0,59.0,88.0,0.7632693,-1,-1,-1
21,-1,57.0,292.0,63.0,80.0,0.65741616,-1,-1,-1
21,-1,1146.0,231.0,26.0,29.0,0.6089655,-1,-1,-1
22,-1,282.0,327.0,166.0,288.0,0.92384875,-1,-1,-1
22,-1,713.0,285.0,232.0,213.0,0.8713761,-1,-1,-1
22,-1,1032.0,224.0,95.0,353.0,0.8670416,-1,-1,-1
22,-1,149.0,288.0,58.0,88.0,0.7596397,-1,-1,-1
22,-1,57.0,292.0,63.0,80.0,0.657387,-1,-1,-1
22,-1,1146.0,231.0,26.0,29.0,0.60754865,-1,-1,-1
23,-1,283.0,326.0,165.0,288.0,0.9239681,-1,-1,-1
23,-1,713.0,286.0,232.0,212.0,0.87280333,-1,-1,-1
23,-1,1032.0,224.0,95.0,353.0,0.8654967,-1,-1,-1
23,-1,149.0,288.0,58.0,88.0,0.76137066,-1,-1,-1
23,-1,57.0,292.0,63.0,80.0,0.65334827,-1,-1,-1
23,-1,1146.0,231.0,26.0,29.0,0.6052428,-1,-1,-1
24,-1,283.0,325.0,166.0,290.0,0.92418414,-1,-1,-1
24,-1,713.0,287.0,232.0,211.0,0.8732236,-1,-1,-1
24,-1,1032.0,224.0,95.0,353.0,0.8667528,-1,-1,-1
24,-1,149.0,288.0,59.0,88.0,0.762733,-1,-1,-1
24,-1,57.0,292.0,63.0,80.0,0.6535498,-1,-1,-1
24,-1,1146.0,231.0,26.0,29.0,0.6094709,-1,-1,-1
25,-1,283.0,322.0,166.0,293.0,0.9244664,-1,-1,-1
25,-1,713.0,288.0,232.0,210.0,0.876033,-1,-1,-1
25,-1,1032.0,224.0,95.0,353.0,0.86750543,-1,-1,-1
25,-1,149.0,288.0,59.0,88.0,0.76326483,-1,-1,-1
25,-1,57.0,292.0,63.0,80.0,0.64916945,-1,-1,-1
25,-1,1146.0,231.0,26.0,29.0,0.6100457,-1,-1,-1
25,-1,313.0,221.0,30.0,50.0,0.5013316,-1,-1,-1
26,-1,283.0,319.0,166.0,297.0,0.92466074,-1,-1,-1
26,-1,712.0,288.0,233.0,210.0,0.87743187,-1,-1,-1
26,-1,1032.0,223.0,95.0,355.0,0.8647958,-1,-1,-1
26,-1,149.0,288.0,59.0,88.0,0.7634358,-1,-1,-1
26,-1,57.0,292.0,63.0,80.0,0.6487151,-1,-1,-1
26,-1,1146.0,231.0,26.0,29.0,0.61267424,-1,-1,-1
26,-1,313.0,221.0,30.0,50.0,0.51101315,-1,-1,-1
27,-1,284.0,316.0,166.0,300.0,0.9234808,-1,-1,-1
27,-1,712.0,288.0,233.0,210.0,0.8786693,-1,-1,-1
27,-1,1031.0,223.0,96.0,355.0,0.8636469,-1,-1,-1
27,-1,149.0,288.0,59.0,88.0,0.7650504,-1,-1,-1
27,-1,57.0,292.0,63.0,80.0,0.6483567,-1,-1,-1
27,-1,1146.0,231.0,26.0,29.0,0.60271883,-1,-1,-1
28,-1,285.0,313.0,165.0,303.0,0.9212435,-1,-1,-1
28,-1,712.0,286.0,233.0,213.0,0.8809506,-1,-1,-1
28,-1,1030.0,223.0,97.0,355.0,0.86387515,-1,-1,-1
28,-1,149.0,288.0,59.0,88.0,0.7648779,-1,-1,-1
28,-1,57.0,292.0,63.0,80.0,0.64083016,-1,-1,-1
28,-1,1146.0,231.0,26.0,29.0,0.5996827,-1,-1,-1
28,-1,312.0,221.0,32.0,48.0,0.50500727,-1,-1,-1
29,-1,286.0,309.0,164.0,308.0,0.91933167,-1,-1,-1
29,-1,712.0,286.0,234.0,213.0,0.88134974,-1,-1,-1
29,-1,1032.0,223.0,95.0,355.0,0.8651402,-1,-1,-1
29,-1,149.0,288.0,58.0,88.0,0.7673116,-1,-1,-1
29,-1,57.0,292.0,63.0,80.0,0.6454592,-1,-1,-1
29,-1,1146.0,231.0,26.0,29.0,0.59964806,-1,-1,-1
30,-1,288.0,305.0,162.0,311.0,0.9148688,-1,-1,-1
30,-1,712.0,284.0,234.0,215.0,0.880186,-1,-1,-1
30,-1,1032.0,223.0,95.0,355.0,0.86724854,-1,-1,-1
30,-1,149.0,288.0,58.0,88.0,0.76965773,-1,-1,-1
30,-1,57.0,292.0,63.0,80.0,0.6499616,-1,-1,-1
30,-1,1146.0,231.0,26.0,29.0,0.5977505,-1,-1,-1
31,-1,289.0,302.0,160.0,313.0,0.91019326,-1,-1,-1
31,-1,712.0,283.0,234.0,216.0,0.88452685,-1,-1,-1
31,-1,1032.0,223.0,95.0,355.0,0.8661588,-1,-1,-1
31,-1,149.0,288.0,59.0,88.0,0.76662767,-1,-1,-1
31,-1,58.0,292.0,61.0,80.0,0.65436846,-1,-1,-1
31,-1,1146.0,231.0,26.0,30.0,0.5992438,-1,-1,-1
32,-1,292.0,293.0,157.0,325.0,0.90803915,-1,-1,-1
32,-1,712.0,279.0,234.0,219.0,0.88276064,-1,-1,-1
32,-1,1031.0,223.0,96.0,355.0,0.86538893,-1,-1,-1
32,-1,149.0,288.0,58.0,88.0,0.766973,-1,-1,-1
32,-1,58.0,292.0,61.0,80.0,0.6490945,-1,-1,-1
32,-1,1146.0,231.0,26.0,30.0,0.6057804,-1,-1,-1
32,-1,1110.0,228.0,32.0,35.0,0.5064171,-1,-1,-1
33,-1,294.0,288.0,155.0,328.0,0.9079293,-1,-1,-1
33,-1,712.0,274.0,234.0,224.0,0.88577515,-1,-1,-1
33,-1,1032.0,223.0,95.0,355.0,0.86313546,-1,-1,-1
33,-1,149.0,288.0,58.0,88.0,0.7677665,-1,-1,-1
33,-1,58.0,292.0,61.0,80.0,0.6541808,-1,-1,-1
33,-1,1146.0,231.0,26.0,30.0,0.6068371,-1,-1,-1
33,-1,1110.0,228.0,32.0,35.0,0.5051293,-1,-1,-1
34,-1,296.0,286.0,153.0,330.0,0.9079414,-1,-1,-1
34,-1,711.0,269.0,236.0,229.0,0.8846081,-1,-1,-1
34,-1,1032.0,223.0,95.0,355.0,0.86318475,-1,-1,-1
34,-1,149.0,288.0,58.0,88.0,0.76829684,-1,-1,-1
34,-1,58.0,292.0,61.0,80.0,0.6520804,-1,-1,-1
34,-1,1146.0,231.0,26.0,30.0,0.6088887,-1,-1,-1
34,-1,1110.0,228.0,32.0,35.0,0.50569177,-1,-1,-1
35,-1,300.0,283.0,149.0,332.0,0.90714264,-1,-1,-1
35,-1,713.0,269.0,234.0,230.0,0.888826,-1,-1,-1
35,-1,1032.0,222.0,95.0,356.0,0.86026996,-1,-1,-1
35,-1,149.0,288.0,58.0,88.0,0.7712432,-1,-1,-1
35,-1,58.0,292.0,61.0,80.0,0.6576794,-1,-1,-1
35,-1,1146.0,231.0,26.0,30.0,0.60990804,-1,-1,-1
35,-1,393.0,239.0,27.0,47.0,0.5109198,-1,-1,-1
35,-1,1110.0,228.0,32.0,35.0,0.5044201,-1,-1,-1
36,-1,302.0,277.0,148.0,338.0,0.90814584,-1,-1,-1
36,-1,716.0,264.0,231.0,234.0,0.887054,-1,-1,-1
36,-1,1032.0,222.0,95.0,356.0,0.86411834,-1,-1,-1
36,-1,149.0,288.0,58.0,89.0,0.7705793,-1,-1,-1
36,-1,58.0,292.0,61.0,80.0,0.653289,-1,-1,-1
36,-1,1146.0,231.0,26.0,30.0,0.6071985,-1,-1,-1
36,-1,1110.0,228.0,32.0,35.0,0.50322914,-1,-1,-1
37,-1,303.0,272.0,147.0,343.0,0.91110224,-1,-1,-1
37,-1,721.0,260.0,226.0,238.0,0.8914593,-1,-1,-1
37,-1,1032.0,223.0,95.0,355.0,0.8658657,-1,-1,-1
37,-1,149.0,288.0,58.0,88.0,0.7715562,-1,-1,-1
37,-1,58.0,292.0,61.0,80.0,0.6576808,-1,-1,-1
37,-1,970.0,239.0,52.0,74.0,0.6058655,-1,-1,-1
37,-1,1146.0,231.0,26.0,30.0,0.60107666,-1,-1,-1
38,-1,305.0,269.0,145.0,346.0,0.9113691,-1,-1,-1
38,-1,718.0,258.0,230.0,240.0,0.8907297,-1,-1,-1
38,-1,1032.0,222.0,95.0,356.0,0.86547315,-1,-1,-1
38,-1,149.0,288.0,58.0,88.0,0.7719396,-1,-1,-1
38,-1,58.0,292.0,61.0,80.0,0.65513897,-1,-1,-1
38,-1,1146.0,231.0,26.0,30.0,0.60314494,-1,-1,-1
39,-1,307.0,263.0,143.0,352.0,0.9116139,-1,-1,-1
39,-1,714.0,257.0,234.0,241.0,0.89268863,-1,-1,-1
39,-1,1032.0,222.0,95.0,356.0,0.8650882,-1,-1,-1
39,-1,149.0,288.0,58.0,88.0,0.7714635,-1,-1,-1
39,-1,58.0,292.0,61.0,80.0,0.6548109,-1,-1,-1
39,-1,1146.0,231.0,26.0,30.0,0.604613,-1,-1,-1
40,-1,309.0,256.0,140.0,360.0,0.91048414,-1,-1,-1
40,-1,707.0,254.0,241.0,243.0,0.89304274,-1,-1,-1
40,-1,1032.0,222.0,95.0,356.0,0.8648885,-1,-1,-1
40,-1,149.0,288.0,58.0,88.0,0.7744965,-1,-1,-1
40,-1,58.0,292.0,61.0,80.0,0.65576583,-1,-1,-1
40,-1,1146.0,231.0,26.0,30.0,0.60775524,-1,-1,-1
41,-1,310.0,253.0,139.0,363.0,0.9051017,-1,-1,-1
41,-1,708.0,248.0,243.0,250.0,0.88918966,-1,-1,-1
41,-1,1032.0,222.0,95.0,356.0,0.8654476,-1,-1,-1
41,-1,149.0,288.0,58.0,88.0,0.7746563,-1,-1,-1
41,-1,58.0,292.0,61.0,80.0,0.6596183,-1,-1,-1
41,-1,1146.0,231.0,26.0,30.0,0.6103822,-1,-1,-1
41,-1,1110.0,228.0,32.0,35.0,0.5023388,-1,-1,-1
42,-1,311.0,251.0,138.0,365.0,0.90233636,-1,-1,-1
42,-1,709.0,247.0,241.0,251.0,0.8880699,-1,-1,-1
42,-1,1032.0,222.0,95.0,356.0,0.8655531,-1,-1,-1
42,-1,149.0,288.0,58.0,88.0,0.7726045,-1,-1,-1
42,-1,58.0,292.0,61.0,80.0,0.65700924,-1,-1,-1
42,-1,1146.0,231.0,26.0,30.0,0.6131514,-1,-1,-1
42,-1,1110.0,228.0,32.0,35.0,0.50729406,-1,-1,-1
43,-1,311.0,247.0,140.0,369.0,0.89219683,-1,-1,-1
43,-1,710.0,243.0,240.0,255.0,0.88488764,-1,-1,-1
43,-1,1032.0,223.0,95.0,354.0,0.8656445,-1,-1,-1
43,-1,149.0,288.0,58.0,88.0,0.7748129,-1,-1,-1
